title1,abstract1,title2,abstract2
EDUKASI KESEHATAN DENGAN MEDIA VIDEO ANIMASI: SCOPING REVIEW,"Upaya peningkatan pengetahuan anemia pada remaja putri selama ini dilakukan melalui pemberian edukasi kesehatan. Edukasi kesehatan yang banyak digunakan saat ini masih menggunakan media yang bersifat konvensional seperti leaftlet, booklet, lembar balik, dan power point. Seiring berkembangnya zaman,media konvensional dirasa kurang efektif untuk peningkatan pengetahuan, sikap dan perilaku kesehatan. Generasi 4.0 lebih dekat dan lebih menyukai media edukasi kesehatan yang bersifat teknologi canggih seperti melalui pendekatan audiovisual dalam bentuk video animasi dengan karakter unik dan menarik. Tujuan studi ini adalah untuk mendapatkan gambaran yang komprehensif terkait edukasi kesehatan dengan menggunakan media video animasi. Studi ini dirancang dengan menggunakan metode scoping review. Pencarian artikel menggunakan databased dari Sciencedirect, Scopus, Pubmed, Springerlink dengan waktu penelitian Januari 2015 sampai Desember 2020, dengan kata kunci “video education” OR “video animation” AND “ health animation” AND “animation media” AND “animation for education”. Hasilnya sebanyak 11 artikel yang dilakukan analisis terdiri dari 1artikel kualitatif dan 10 artikel kuantitatif. Hasil studi ini merangkum temuan tentang video animasi sangat efektif dalam edukasi kesehatan untuk meningkatkan pengetahuan tentang kesehatan karena menarik dan artistik, mudah dimengerti, serta efektif dan informatif. Simpulan studi bahwa media video animasi terbukti signifikan  dalam meningkatkan pengetahuan pasien dalam berbagai kelompok usia dan kelompok penyakit. Tenaga kesehatan penting untuk melihat peluang dari video edukasi kesehatan sebagai intervensi yang tepat dalam meningkatkan pengetahuan masyarakat tentang kesehatan pada berbagai kelompok usia.  Kata kunci : Edukasi Kesehatan, Video Animasi, Scoping Review",Peran Digital Marketing dalam Upaya Pengembangan UMKM Berbasis Teknologi di Kelurahan Plamongansari Semarang,"Perkembangan Usaha Mikro Kecil dan Menengah (UMKM) menjadi stagnan di masa pandemi Covid-19. Banyak sekali UMKM mengalami penurunan penjualan dan tidak bisa berkembang bahkan hampir mengalami kebangkrutan. Kondisi tersebut membuat para pelaku UMKM harus berfikir untuk bisa tetap bertahan demi kelangsungan usahanya. Di masa pandemi Covid-19 banyak konsumen mengurangi interaksi di luar rumah dengan menjaga jarak guna memutus rantai penyebaran virus Covid-19. Pelaku UMKM dapat melanjutkan usahanya dengan tetap memenuhi kebutuhan konsumen di masa pandemi dengan mengalihkan pembelian secara online. Beralihnya pembelian secara offline menjadi online (digital), akan mempermudah pelaku UMKM dalam memperluas akses pemasaran. Peran teknologi digital memiliki pengaruh yang signifikan terhadap UMKM. Paradigma teknologi yang muncul memanfaatkan potensi UMKM yang lebih kuat serta berkelanjutan. Social media dan E-commerce dapat menjadi wadah penjualan pelaku UMKM. Diketahui bahwa pelaku UMKM belum mengikuti perkembangan digital secara maksimal, terutama karena kurangnya pengetahuan tentang digital marketing. Tujuan program pemberdayaan masyarakat pada UMKM di Kelurahan Plamongansari yaitu untuk memberikan pendampingan pelatihan digital marketing sebagai upaya pengembangan dan perluasan jaringan pemasaran berbasis teknologi (digital). Setelah melakukan pengabdian ini, diharapkan pelaku UMKM di Kelurahan Plamongansari akan terus bersinergi demi keberlangsungan UMKM dan pengembangan ekonomi masyarakat."
Prenatal Yoga terhadap Tingkat Kesehatan Mental Ibu Hamil,"Latar Belakang: Kesehatan mental pada kehamilan dapat menjadi terganggu karena adanya rasa khawatir berlebihan terhadap keterbatasan aktifitas yang bida dilakukan, serta kesehatan dan keselamatan janin. Hal ini menjadi pemicu terjadinya cemas dan depresi pada masa kehamilan. Yoga saat masa kehamilan atau disebut prenatal yoga merupakan latihan fisik yang dapat mengurangi ketidaknyamanan fisik ibu hamil serta bisa meningkatkan rasa nyaman menjalani masa kehamilan. Tujuan: Menganalisis perbedaan kelas prenatal yoga terhadap kesehatan mental ibu hamil. Metode: Metode penelitian ini adalah metode ekperimen dengan desain pendekatan posttest-only control. Penelitian di PMB wilayah Kecamatan Banjarmasin Timur. Dilaksanakan bulan Juli-Agustus 2022. Jumlah Sampel penelitiaan berjumlah 30 orang. Pengumpulan data menggunakan kuesioner Hospital Anxiety and Depression Scale (HADS). Analisis data bivariat dengan uji independent t-test. Nomor surat etik penelitian 214/KEP-UNISM/VI/2022. Hasil: Hasil penelitian uji independent t-test didapatkan tingkat kesehatan mental pada kecemasan (p-value=0,002) dan depresi (p-value=0,007) ibu hamil yang artinya terdapat perbedaan kesehatan mental ibu hamil antara kelompok kontrol (tidak mengikuti kelas prenatal yoga) dan kelompok perlakuan mengikuti kelas prenatal yoga). Kesimpulan: Prenatal yoga memberikan dampak berbeda terhadap kesehatan mental ibu hamil. Rerata ibu hamil yang mengikuti kelas prenatal yoga memiliki kesehatan mental yang normal. Prenatal yoga sangat baik.",Dampak Psikologis dalam Memberikan Perawatan dan Layanan Kesehatan Pasien COVID-19 pada Tenaga Profesional Kesehatan,"Stres dan kecemasan adalah reaksi terhadap situasi yang mengancam dan tak terduga seperti dalam wabah pandemi koronavirus. Petugas kesehatan adalah yang paling rentan terhadap hal tersebut. Reaksi terkait stres meliputi perubahan konsentrasi, lekas marah, cemas, susah tidur, berkurangnya produktivitas, dan konflik antarpribadi, dalam kasus selanjutnya, mereka akan mengalami kondisi kejiwaan yang lebih parah, pemisahan dari keluarga, situasi abnormal, peningkatan paparan, ketakutan akan penularan COVID-19, perasaan gagal dalam menangani prognosis yang buruk, fasilitas teknis yang tidak memadai, APD, alat dan peralatan, untuk membantu merawat pasien. Petugas kesehatan mengalami kesulitan mempertahankan kondisi kesehatan fisik dan mental yang berisiko mengalami gangguan psikologis seperti depresi, kecemasan, stres berat, dan kelelahan. Faktor risiko lain yang diidentifikasi adalah perasaan tidak didukung, kekhawatiran tentang kesehatan pribadi, takut membawa infeksi dan menularkannya kepada anggota keluarga atau orang lain, diisolasi, perasaan tidak pasti, stigmatisasi sosial, beban kerja yang berlebihan, dan merasa tidak aman ketika memberikan layanan perawatan dan kesehatan pada pasien COVID-19. Catatan PenerbitPolekkes Kemenkes Kendari menyatakan tetap netral sehubungan dengan klaim dari perspektif atau buah pikiran yang diterbitkan dan dari afiliasi institusional manapun. PendanaanPenulis tidak menerima pendanaan yang sifatnya spesifik untuk kajian ini."
Peran Teknologi dalam Transformasi Ekonomi dan Bisnis di Era Digital,"Artikel ini membahas peran teknologi dalam transformasi ekonomi dan bisnis di era digital. Terobosan teknologi seperti kecerdasan buatan, blockchain, dan Internet of Things telah memungkinkan pengembangan model bisnis yang lebih efisien dan inovatif. Dalam artikel ini, dibahas bagaimana teknologi telah mempengaruhi berbagai aspek ekonomi dan bisnis, serta tantangan dan peluang yang dihadapi oleh perusahaan dalam mengadopsi teknologi baru dan mengintegrasikannya ke dalam operasi mereka. Dalam penelitian ini menggunakan metode studi litelatur penggunaan buku, jurnal artikel,dan website resmi. Dengan memberikan gambaran menyeluruh tentang peran teknologi dalam transformasi ekonomi dan bisnis di era digital, artikel ini memberikan pemahaman yang lebih baik tentang bagaimana teknologi dapat membantu perusahaan dan masyarakat untuk mencapai kemajuan yang lebih besar di masa depan.",ANALISIS SITUASI KESEHATAN MENTAL PADA MASYARAKAT DI INDONESIA DAN STRATEGI PENANGGULANGANNYA,"Latar Belakang: Kesehatan mental merupakan sektor penting dalam mewujudkan kesehatan secaramenyeluruh. Terdapat sekitar 450 juta orang menderita gangguan mental dan perilaku di seluruh dunia,terbanyak di India (4,5%). Satu dari empat orang menderita satu atau lebih gangguan mental selama masahidup mereka. Gangguan mental jika tidak ditangani dengan tepat, akan bertambah parah, dan akhirnya dapatmembebani keluarga, masyarakat, serta pemerintah. Studi ini bertujuan mengetahui situasi kesehatan mentalpada masyarakat Indonesia dan strategi penanggulangannya.Metode: Tulisan ini menggunakan analisis deskriptif eksploratif, melalui tinjauan literatur dan kajian datasekunder. Unit analisis yaitu situasi kesehatan mental di Indonesia.Hasil Penelitian: Berdasarkan kajian data Riskesdas 2013 diketahui prevalensi gangguan mental berat padapenduduk Indonesia 1,7%, terbanyak di Yogyakarta, Aceh, Sulawesi Selatan. Adapun gangguan mentalemosional dengan gejala-gejala depresi dan kecemasan sekitar 6%. Hingga saat ini, masih terdapat stigmadan diskriminasi terhadap orang dengan gangguan mental di Indonesia, sehingga mengalami penangananserta perlakuan salah seperti pemasungan. Oleh karena itu strategi yang optimal perlu dilakukan bagi setiapindividu, keluarga dan masyarakat dengan pendekatan promotif, preventif, kuratif, dan rehabilitatif secaramenyeluruh, terpadu dan berkesinambungan. Kesehatan mental dapat ditingkatkan dengan intervensikesehatan masyarakat yang efektif. Paradigma dalam gerakan kesehatan mental yang lebih mengedepankanpada aspek pencegahan serta peran komunitas untuk membantu optimalisasi fungsi mental individu.Kesimpulan: Masih banyaknya kasus gangguan kesehatan mental pada masyarakat, dan penanganannyayang salah di Indonesia. Pemerintah perlu melakukan upaya penanggulangan yang menyeluruh, dimulaiadanya peraturan kebijakan yang menjadi dasar dukungan pendanaan dan akses ke pelayanan kesehatanmental serta didukung pendekatan berbasis komunitas.Kata kunci: adanya peraturan kebijakan yang menjadi dasar dukungan pendanaan dan akses ke pelayanan kesehatanmental serta didukung pendekatan berbasis komunitas.Kata kunci: Depresi, gangguan mental, psikososial, psikososial, skizofrenia., gangguan mental, psikososial, pemasungan, skizofrenia."
EFEKTIVITAS PSIKOEDUKASI ONLINE UNTUK MENINGKATKAN LITERASI KESEHATAN MENTAL,"Psychoeducation with this poster is carried out to increase participants' knowledge of the concept of mental health. This intervention is expected to increase participants' knowledge of the basic concepts of mental health. After distributing the google form link which contains pretest questions, posters about the basic concepts of mental health and posttest questions. The number of participants in psychoeducation using this poster was 112 people. Based on the results of the analysis carried out with the help of the IBM SPSS version 21 application using the Wilcoxon output test. The SPSS results above show that the Asymp. Sig.(2-tailed) of 0.000 <0.05 which indicates a significant difference between the pre-test and post-test. This shows that there is a significant/significant effect on the difference in the treatment given to each variable. So it can be concluded that there is an increase in participant knowledge in literacy interventions that improve mental health.
ABSTRAKPsikoedukasi dengan poster ini dilaksanakan untuk meningkatkan pengetahuan partisipan mengenai konsep kesehatan mental. Intervensi ini diharapkan mampu meningkatkan pengetahuan partisipan mengenai konsep dasar kesehatan mental. Setelah melakukan penyebaran link google form yang berisi soal pretest, poster tentang konsep dasar kesehatan mental dan soal posttest. Jumlah partisipan dalam psikoedukasi dengan mengunakan poster ini adalah sebanyak 112 orang. Berdasarkan hasil analisis yang dilakukan dengan bantuan aplikasi IBM SPSS versi 21 dengan menggunakan output uji Wilcoxon. Hasil SPSS diatas menunjukkan bahwa nilai Asymp. Sig.(2-tailed) sebesar 0,000<0,05 yang menunjukkan adanya perbedaan yang signifikan antara pre-test dengan post-test. Ini menunjukkan terdapat pengaruh yang signifikan/bermakna terhadap perbedaan perlakuan yang diberikan pada masing-masing variable. Sehingga dapat disimpulkan hasil bahwa ada peningkatan pengetahuan partisipan dalam intervensi literasi meningkatkan kesehatan mental ini.",Efektivitas Penggunaan Lembar Balik sebagai Media Promosi Kesehatan : Tinjauan Sistematis,"  
Good health promotion media can support health promotion efforts. The selection of health promotion media must be by the existing problems. Handling nutrition and stunting problems requires health promotion media to combine the problem's complexity with primary, secondary, and tertiary targets. The flipchart form is a suitable health promotion medium for nutritional and stunting problems. This study aims to measure and show evidence as a health promotion media. The research method is a systematic review using Garuda The Ministry of Education, Culture, Research, and Technology journal data sources. Data can be downloaded from March 10-17, 2021. Thirty-two articles matched the specified keywords. Ten papers were reviewed after being selected and determined according to the inclusion criteria. The results showed the health promotion media in the form of adequate sheets for learning nutrition and stunting education for the community. The influence of using sheets as a media for health promotion on changes in the community's knowledge, attitudes, and behavior about nutrition or other health problems."
Media Pembelajaran Berbasis Teknologi Augmented Reality,"Penelitian ini bertujuan menghasilkan media pembelajaran berbasis teknologi Augmented Reality pada materi limas dan mengetahui kelayakan pengunaannya. Penelitian ini berdasarkan hasil observasi di sekolah peserta didik masih kesulitan dalam menentukan bentuk, luas dan volume limas. Untuk mengatasi hal tersebut, perlu dikembangkan sebuah media pembelajaran yang mampu membuat peserta didik merasakan secara real dalam proses belajarnya.  Metode yang digunakan yaitu metode Research & Development (R&D) dengan model Assessment/Analysis, Design, Development, Implementation & Evaluation (ADDIE). Teknik pengumpulan data menggunakan lembar angket. Instrumen yang digunakan angket penilaian kualitas media pembelajaran. Sumber data penelitian ini peserta didik kelas VIII SMP Negeri 1 Cikoneng yang berjumlah 15 orang. Hasil penelitian ini berupa media pembelajaran berbasis Tekonologi Augmented Reality pada materi limas bernama GEO3DAR. Kelayakan kualitas isi dan tujuan berada pada kategori layak. Kelayakan kualitas intruksional berada pada kategori sangat layak.This study aims to produce learning media based on Augmented Reality technology on pyramid material and determine the feasibility of its use. This research is based on observations in schools, students still have difficulty in determining the shape, area, and volume of the pyramid. To overcome this, it is necessary to develop a learning media that can make students feel real in the learning process. The method used is the Research & Development (R&D) method with the Assessment/Analysis, Design, Development, Implementation & Evaluation (ADDIE) model. The data collection technique used a questionnaire sheet. The instrument used is a questionnaire to assess the quality of learning media. The data sources for this research were 15 students of class VIII SMP Negeri 1 Cikoneng. The results of this study are learning media based on Augmented Reality Technology on pyramid material called GEO3DAR. The feasibility of the quality of the content and objectives are in the appropriate category. The feasibility of the instructional quality is in the very decent category. ",Analisis dan Desain Tata Kelola Teknologi Informasi Menggunakan Framework COBIT 2019 pada PT. XYZ,"  
Tata kelola teknologi Informasi merupakan langkah mitigasi penyelarasan implementasi teknologi informasi dengan tujuan perusahaan. Tata kelola teknologi informasi yang tepat akan membantu organisasi untuk mampu bersaing dengan kompetitor-kompetitor lain, maka dari itu penerapan tata kelola teknologi menggunakan kerangka kerja COBIT 2019 akan sangat memiliki pengaruh dalam menunjang tujuan perusahaan. Pada kemajuan era industri saat ini banyak sekali kemajuan dan memberikan pengaruh yang bersar terhadap berbagai aspek kehidupan, salah satunya bidang bisnis yaitu munculnya online shop. Sehingga di temukan permasalahan di perusahaan PT. XYZ adalah belum pernah ada tindakan penilaian tata kelola teknologi informasi secara menyeluruh, selain itu juga ditemukan kendala dalam pengelolaan data pesanan dan data stock barang pada perusahaan. Analisa yang dilakukan dengan acuan Governance System Design Workflow yang tertera pada COBIT 2019."
Penggunaan Teknologi dalam Pendidikan: Analisis Literatur Mengenai Efektivitas dan Implementasi,"Penelitian ini melakukan analisis bibliometrik yang komprehensif untuk mengeksplorasi penggunaan teknologi dalam pendidikan dan menilai efektivitas dan implementasinya. Penelitian ini berfokus pada analisis artikel ilmiah yang diterbitkan di bidang pendidikan, khususnya yang membahas integrasi teknologi dalam proses belajar mengajar. Dengan menggunakan teknik bibliometrik, penelitian ini mengidentifikasi tren utama, penulis yang berpengaruh, topik penelitian populer, dan dampak keseluruhan dari teknologi dalam lingkungan pendidikan. Temuan-temuan ini memberikan wawasan yang berharga mengenai kondisi penelitian saat ini di bidang ini dan menyoroti jalan yang potensial untuk penyelidikan di masa depan.",Pemanfaatan Teknologi Pembelajaran Di Masa Pandemi Covid-19,"Penelitian ini bertujuan untuk membahas tentang pentingnya Teknologi Informasi dalam mengatasi wabah virus covid-19. Berdasarkan laporan terbaru. Berdasarkan data yang diperoleh, menyatakan bahwa ada 175,4 juta pengguna internet di Indonesia telah menggunakan internet. Berdasarkan hasil analisa kualitatif, pengamatan langsung, dapat disimpulkan bahwa internet telah menjadi media yang memberikan informasi ke masyarakat tentang bahaya dan upaya pencegahan Covid 19. Namun, kelemahan dari teknologi informasi diantaranya sulitnya menyaring informasi yang benar atau salah sehingga pengguna harus memilah dan menyikapi setiap informasi yang dibaca dari teknologi internet. Masyarakat perlu mewaspadai wabah virus covid-19 yang telah menyebar ke ratusan negara di dunia, termasuk negara Indonesia. Oleh karena itu, teknologi informasi seharusnya menjangkau ke pelosok desa. Berkaitan dengan aspek kesehatan, teknologi informasi sepatutnya menjangka hingga satuan puskesmas dan terintegrasi dengan rumah sakit perkotaan. 
 "
VISUALISASI DAN ANALISIS DATA FASILITAS KESEHATAN BERBASIS WEB DENGAN ARCGIS STORYMAPS,"Kesehatan merupakan salah satu aspek yang penting bagi kehidupan. Hingga saat ini, penyampaian data terkait kesehatan umumnya terbatas dalam bentuk tabel, grafik, dan deskripsi. Oleh karena itu perlu adanya inovasi untuk menampilkan data kesehatan secara lebih menarik, efektif, dan membagikannya secara lebih luas. Tujuan dari penelitian ini adalah (1) mevisualisasikan data fasilitas kesehatan dengan media web, dan (2) menganalisis ketersediaan fasilitas kesehatan di Boyolali. Data bersumber dari profil kesehatan Boyolali tahun 2020. Tampilan data fasilitas kesehatan dilakukan menggunakan fitur yang ada di aplikasi ArcGIS StoryMaps, sedangkan analisis ketersediaan fasilitas dilakukan secara kualitatif dengan pendekatan spasial. Dari data yang digunakan, dihasilkan tampilan web (https://arcg.is/1mC1z50) berisi grafik dan empat peta untuk sebaran rumah sakit, sebaran puskesmas, keterjangkauan fasilitas, dan sebaran kasus Covid-19. Analisis menunjukkan bahwa fasilitas kesehatan lebih banyak berada di Kecamatan Boyolali dengan keterjangkauan fasilitas yang masih kurang di wilayah barat dan utara Kabupaten Boyolali. Hasil ini diharapkan dapat membantu pemerintah lokal dalam merencanakan pembangunan fasilitas kesehatannya.",Memperkuat Keamanan Data melalui Teknologi Blockchain: Mengeksplorasi Implementasi Sukses dalam Transformasi Digital di Indonesia,"Transformasi digital menjadi tren global yang telah mengubah cara bisnis dan pemerintahan di seluruh dunia. Di Indonesia, pemerintah dan sektor swasta sedang mempercepat transformasi digital dengan mengadopsi teknologi blockchain sebagai solusi untuk meningkatkan keamanan data dalam operasi sehari-hari. Beberapa proyek blockchain di Indonesia telah dilakukan, seperti verifikasi dan validasi sertifikat pendidikan, penyimpanan data medis, dan sistem pembayaran. Namun, implementasi teknologi blockchain di Indonesia masih menghadapi beberapa tantangan, seperti regulasi yang belum jelas, infrastruktur yang masih terbatas, dan kurangnya pemahaman tentang teknologi blockchain. Oleh karena itu, diperlukan dukungan dari semua pihak untuk mempercepat adopsi teknologi blockchain di Indonesia. Penelitian dan pengembangan lebih lanjut harus dilakukan untuk mengoptimalkan potensi teknologi blockchain dan mempercepat transformasi digital di Indonesia."
Intensitas Penggunaan Media Sosial dengan Kesehatan Mental pada Remaja,"Teknologi merupakan perubahan yang muncul sangat pesat pada saat ini, salah satu perubahan tekonologi tersebut adalah munculnya media sosial. Hal ini tidak selalu menimbulkan dampak yang positif bagi para penggunannya, tetapi juga dapat memberikan dampak negatif yaitu berupa stress, depresi, cemas, gangguan tidur hingga bunuh diri. Minimnya pengetahuan remaja akan pentingnya menjaga kesehatan mental membuat para remaja sering kali tidak menyadari bahwa tindakan ataupun perilaku yang ia lakukan adalah salah satu tanda gejala bahwa dirinya mengalami gangguan kesehatan mental. Penelitian ini bertujuan untuk mengetahui hubungan intensitas penggunaan media sosial dengan kesehatan mental pada remaja di SMP X Glenmore. Penelitian ini adalah penelitian kuantitatif dengan pendekatan cross-sectional yang dilakukan pada 216 siswa dengan menggunakan teknik simple random sampling. Instrumen yang digunankan berupa kuesioner Social Networking Time Use Scale (SONTUS) dan Self Reporting Questionner 20 (SQR-20). Pengumpulan data dilakukan dengan menggunakan google form dan data dianalisis dengan menggunakan uji spearman rank. Hasil penelitian menunjukkan sebanyak 82 siswa dengan kategori intensitas rendah tetapi mengalami gangguan kesehatan mental. Hasil uji spearman rank didapatkan hasil p-value = 0,125 > a 0,05 yang menandakan bahwa tidak ada hubungan antara intensitas penggunaan media sosial dengan kesehatan mental pada remaja di SMP X Glenmore. Perlunya dilakukan penelitian lanjut tentang kesehatan mental remaja dan pentingnya membatasi jumlah intensitas pengggunaan media sosial yang digunakan oleh remaja sehingga dapat dilakukan pencegahan dan penanganan gangguan kesehatan mental.",Pengaruh Teknologi Informasi Terhadap Perkembangan Bisnis Modern,"Teknologi informasi telah mengubah cara kita bekerja, berinteraksi, dan berbisnis. Dalam artikel ini, kami mengeksplorasi dampak teknologi informasi pada perkembangan bisnis modern. Kami membahas berbagai teknologi informasi seperti internet, komputasi awan, big data, dan kecerdasan buatan. Kami juga mengeksplorasi pengaruh teknologi informasi pada berbagai aspek bisnis, termasuk pemasaran, manajemen, keuangan, dan sumber daya manusia. Selain itu, kami membahas tantangan dan risiko yang terkait dengan penggunaan teknologi informasi dan bagaimana perusahaan dapat mengatasi masalah ini. Akhirnya, kami menyimpulkan bahwa teknologi informasi akan terus menjadi faktor kunci dalam perkembangan bisnis modern dan perusahaan yang mampu mengadopsi teknologi informasi dengan efektif akan memimpin dalam pasar global yang semakin kompetitif."
PEMANFAATAN MEDIA PEMBELAJARAN BERBASIS TEKNOLOGI INFORMASI,"Keberhasilan pendidikan dapat diperoleh dengan proses pendidikan yang berjalan selaras dan terus menerus. Namun, karena kondisi dunia yang sedang dilanda bencana berupa pandemi virus covid-19 maka segala lini kegiatan termasuk pendidikan harus terhambat dan harus dialihkan dengan memanfaatkan media TIK untuk melakukan proses pembelajaran. Media TIK tersebut adalah e-learning. Penggunaan e-learning ini sendiri memiliki berbagai kekurangan serta berbagai hambatan namun juga memiliki kelebihan. untuk menghadapi permasalahan terkait kekurangan dari penggunaan e-learning dalam artikel ini sudah disebutkan berbagai contoh solusi. Berbagai media dapat dimanfaatkan sebagai alat untuk melakukan pembelajaran secara daring atau e-learning contoh diantaranya adalah zoom, google meet dan lain sebagainya. Penggunaan media TIK ini sangat dibutuhkan dan harus dilakukan pada masa masa ini yaitu dengan melakukan proses pembelajaran jarak jauh.",Studi Literasi Efek Stressor Pada Kualitas Kinerja Pelayanan Tenaga Kesehatan,"Health workers, as the spearhead in providing services, have a very important role in maintaining and improving the quality of life of the community. However, in carrying out their duties, health workers are often faced with various pressures and stressors which can have a significant impact on their performance. Increased service demands, high workloads, and emotional stress inherent in the work environment of health workers can be factors that trigger potentially detrimental stress. For nurses, factors that influence stress include high workloads, limited staff, work demands and responsibilities, interpersonal relationships with fellow nurses and other health workers, knowledge about caring for patients, and changes in work dynamics. The impact of stress experienced by nurses on the performance of health workers can be seen in the quality of health services and the image of the institution, in mental and physical health, in absenteeism and late work, as well as in the relationship with happiness and performance. 
  
 "
Peran Teknologi Pendidikan Dalam Kemajuan Pendidikan Islam di Abad 21,"Era globalisasi dan kemajuan teknologi yang pesat, pendidikan mengalami transformasi signifikan yang membawa berbagai peluang dan tantangan baru. Penelitian ini bertujuan untuk menggambarkan peran teknologi pendidikan dalam kemajuan pendidikan Islam di abad 21. Penelitian ini merupakan studi kualitatif dengan jenis tinjauan literatur. Pengumpulan informasi dilakukan melalui pencarian berbagai sumber penting, termasuk sumber primer dari literatur yang membahas langkah-langkah penyusunan kegiatan pembelajaran dan lembar kerja siswa, serta beberapa literatur lain yang relevan dengan penelitian ini. Data yang terkumpul kemudian dianalisis untuk mendapatkan hasil kajian yang menunjukkan bahwa urgensi pendidikan Islam di abad 21 terletak pada adaptasinya terhadap teknologi dan globalisasi, sambil mempertahankan nilai-nilai dan tradisi intinya. Integrasi teknologi, kurikulum adaptif, peningkatan kompetensi tenaga pendidik, dan kolaborasi global memungkinkan pendidikan Islam untuk berkembang dan membentuk generasi yang berpengetahuan dan berakhlak. Teknologi pendidikan meningkatkan kualitas, aksesibilitas, dan metode pembelajaran, meskipun tantangan infrastruktur dan kompetensi tenaga pendidik perlu diatasi. Dengan demikian, pendidikan Islam dapat terus berkembang sesuai tuntutan zaman sambil mempertahankan nilai-nilai intinya.",Kesehatan Mental Pada Remaja,"Masa remaja adalah masa yang paling krusial, paling pelik dalam fase perkembangan hidup manusia. Banyaknya fenomena yang permsalahan remaja tak terlepas dari sudut pandang perihal masalah psikologis, sehingga membuat para remaja yang bingung dalam manajemen permsalahanya tak sedikit yang terkena stress yang berujung depresi. Apapun permasalahan yang dialami remaja tak terlepas dari banyak factor salah satunya adalah Kesehatan mental. Kesehatan mental diartikan sebagai terpenuhinya fungsi nental yang mampu membuat individu produktif, mampu memiliki hubungan yang sehat dengan orang lain dan mampu mengatasi kesulitan. Metode dalam pengabdian ini adalah ceramah dan diskusi. Informan atau subjek dalam pengabdian ini adalah remaja kajian ngaji asik masjid Nurul Huda Karangasem Surakarta. 
Hasil dari pengabdian ini adalah memberikan sosialisasi terkait penringnya menjaga Kesehatan mental dan manajemen agar Kesehatan mental tetap terjaga. 
Kesimpulan:dari pengabdian yang dilakukan oleh narasumber dapat dijelaskan bahwasnya hamper remaja dalam hal ini mahsiswa masih bingung cara mengelola Kesehatan mental agar tetap terjaga dalam kondisi baik. Ter;nih remaja di generasi ini sangat rentan terhadap gangguan Kesehatan mental. Meskipun begitu remaja merasa terfasilitasi dengan adanya kajian diskusi terkait Kesehatan mental ini sehingga remaja merasa tercerahkan dan dapat masukan dalam pengelolaan Kesehatan mental. 
Kata kunci:Kesehatan Mental Dan Remaja"
Pengaruh Teknologi Dalam Dunia Pendidikan,"Pengaruh Teknologi bagi Pendidikan. Seiring berjalannya waktu teknologi dalam dunia pendidikan mengalami berbagai perkembangan, dimana segala hal sudah memanfaatkan teknologi untuk mempermudah segala pekerjaannya, termasuk dalam dunia Pendidikan seperti sekarang semakin banyaknya sekolah menengah kejuruan yang di bangun itu menjadi bukti bahwa teknologi pendidikan yang ada di Indonesia semakin lama semakin maju, karena sekolah kejuruan mengunakan alat dan media dalam melakukan pembelajaran yang di lakukan disekolah. Teknologi menjadi sebuah alat pendukung yang digunakan dalam pendidikan untuk mempermudah guru dalam mengajar peserta didik dengan hasil yang ingin dicapai. Di masa seperti saat ini sering kita temui adanya penggunaan teknologi dalam pelaksanaan pembelajaran yang dilakukan oleh seorang pendidik untuk mengajar atau pelajar atau mahasiswa untuk belajar. Namun dalam perkembangan teknologi yang modern ini juga bisa saja tidak hanya berdampak positif bagi pendidikan, tetapi juga membawa dampak negatif pada perubahan perilaku yang di lakukan oleh peserta didik yang bisa merusak norma, aturan pendidikan, dan moral dalam kehidupan sosial.",Pengaruh Budaya Organisasi Terhadap Inovasi Pada Perusahaan Teknologi: Studi Deskriptif Pada Startup XYZ Di Kota Bandung,"Dalam lanskap teknologi yang serba cepat dan selalu berubah saat ini, peran budaya organisasi dalam mendorong inovasi telah menjadi bidang minat penting bagi perusahaan teknologi. Studi deskriptif ini menguji pengaruh budaya organisasi terhadap inovasi di XYZ Startup, sebuah perusahaan teknologi terkemuka yang berlokasi di Kota Bandung. Penelitian ini menggunakan pendekatan metode campuran, menggabungkan data kualitatif dari wawancara semi-terstruktur dan analisis dokumen dengan data kuantitatif dari survei karyawan dan metrik inovasi. Temuan mengungkapkan bahwa XYZ Startup memupuk budaya kewirausahaan yang ditandai dengan pengambilan risiko, kreativitas, dan komunikasi terbuka. Kepemimpinan visioner para pendiri berperan penting dalam membentuk budaya ini, menginspirasi karyawan untuk berpikir kreatif dan mengambil risiko yang telah diperhitungkan. Survei karyawan menunjukkan persepsi positif tentang budaya organisasi, dengan karyawan merasa diberdayakan untuk mengusulkan ide-ide baru dan memiliki kebebasan untuk bereksperimen. Metrik inovasi perusahaan menunjukkan peningkatan penting dalam peluncuran produk yang sukses, pengajuan paten, dan pengeluaran penelitian dan pengembangan, yang mencerminkan dampak nyata dari budaya pendukung pada hasil inovasi. Penelitian ini menggarisbawahi pentingnya budaya organisasi dalam mendorong inovasi dalam startup teknologi. Implikasi studi menunjukkan bahwa menumbuhkan budaya kewirausahaan, memberdayakan karyawan, mempromosikan kolaborasi, dan berinvestasi dalam penelitian dan pengembangan adalah strategi penting bagi perusahaan teknologi yang ingin meningkatkan kemampuan inovatif mereka."
