title1,abstract1,title2,abstract2,pseudo-label
Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019,"Key Points Question What factors are associated with mental health outcomes among health care workers in China who are treating patients with coronavirus disease 2019 (COVID-19)? Findings In this cross-sectional study of 1257 health care workers in 34 hospitals equipped with fever clinics or wards for patients with COVID-19 in multiple regions of China, a considerable proportion of health care workers reported experiencing symptoms of depression, anxiety, insomnia, and distress, especially women, nurses, those in Wuhan, and front-line health care workers directly engaged in diagnosing, treating, or providing nursing care to patients with suspected or confirmed COVID-19. Meaning These findings suggest that, among Chinese health care workers exposed to COVID-19, women, nurses, those in Wuhan, and front-line health care workers have a high risk of developing unfavorable mental health outcomes and may need psychological support or interventions.","Globalization, the new economy, and the commodification of language and identity","The globalized new economy is bound up with transformations of language and identity in many different ways (cf., e.g. Bauman 1997; Castells 2000; Giddens 1990). These include emerging tensions between State-based and corporate identities and language practices, between local, national and supra-national identities and language practices, and between hybridity and uniformity. Ethnolinguistic minorities provide a particularly revealing window into these processes. In this paper, I explore ways in which the globalized new economy has resulted in the commodification of language and identity, sometimes separately, sometimes together. The paper is based on recent ethnographic, sociolinguistic research in francophone areas of Canada.",0.06186307221651077
Review: Mental health impacts of the COVID-19 pandemic on children and youth - a systematic review,"Background: The COVID-19 pandemic has posed an unprecedented threat to global mental health. Children and adolescents may be more susceptible to mental health impacts related to their vulnerable developmental stage, fear of infection, home confinement, suspension of regular school and extracurricular activities, physical distancing mandates, and larger scale threats such as global financial recessions and associated impacts. Our objective was to review existing evidence of the COVID-19 pandemic's global impact on the mental health of children and adolescents <19 years of age and to identify personal and contextual factors that may enhance risk or confer protection in relation to mental health outcomes. Methods: We conducted a search of peer-reviewed and preprint research published in English from January 1, 2020, to February 22, 2021. We included studies collecting primary data on COVID-19-related mental health impacts on children and adolescents. We graded the strength of included articles using the Oxford Centre for Evidence-Based Medicine rating scheme. Results: Our search and review yielded 116 articles presenting data on a total of 127,923 children and adolescents; 50,984 child and adolescent proxy reports (e.g., parents, healthcare practitioners); and >3,000 chart reviews. A high prevalence of COVID-19-related fear was noted among children and adolescents, as well as more depressive and anxious symptoms compared with prepandemic estimates. Older adolescents, girls, and children and adolescents living with neurodiversities and/or chronic physical conditions were more likely to experience negative mental health outcomes. Many studies reported mental health deterioration among children and adolescents due to COVID-19 pandemic control measures. Physical exercise, access to entertainment, positive familial relationships, and social support were associated with better mental health outcomes. Conclusions: This review highlights the urgent need for practitioners and policymakers to attend to and collaborate with children and adolescents, especially those in higher risk subgroups, to mitigate short- and long-term pandemic-associated mental health effects.",How Chiefs Come to Power: The Political Economy in Prehistory,"1. Introduction: the nature of political power 2. The long-term developments of three chiefdoms: Denmark, Hawaii, and the Andes 3. Sources of economic power 4. Military power: the strategic use of naked force 5. Ideology as a source of power 6. Chiefly power strategies and the emergence of complex political institutions Bibliography Index.",0.007964596152305603
The problem with the phrase women and minorities: intersectionality-an important theoretical framework for public health.,"Intersectionality is a theoretical framework that posits that multiple social categories (e.g., race, ethnicity, gender, sexual orientation, socioeconomic status) intersect at the micro level of individual experience to reflect multiple interlocking systems of privilege and oppression at the macro, social-structural level (e.g., racism, sexism, heterosexism). Public health's commitment to social justice makes it a natural fit with intersectionality's focus on multiple historically oppressed populations. Yet despite a plethora of research focused on these populations, public health studies that reflect intersectionality in their theoretical frameworks, designs, analyses, or interpretations are rare. Accordingly, I describe the history and central tenets of intersectionality, address some theoretical and methodological challenges, and highlight the benefits of intersectionality for public health theory, research, and policy.","Health behavior and health education : theory, research, and practice","Health behavior change is our greatest hope for reducing the burden of preventable disease and death around the world. Tobacco use, sedentary lifestyle, unhealthy diet, and alcohol use together account for almost one million deaths each year in the United States alone. Smoking prevalence in the United States has dropped by half since the first Surgeon General's Report on Smoking and Health was published in 1964, but tobacco use still causes over 400,000 premature deaths each year. The World Health Organization has warned that the worldwide spread of the tobacco epidemic could claim one billion lives by the end of this century. The rising prevalence of childhood obesity could place the United States at risk of raising the first generation of children to live sicker and die younger than their parents, and the spreading epidemic of obesity among children and adults threatens staggering global health and economic tolls. The four leading behavioral risks factors and a great many others (for example, nonadherence to prescribed medical screening and prevention and disease management practices, risky sexual practices, drug use, family and gun violence, worksite and motor vehicle injuries) take disproportionate tolls in low-income and disadvantaged racial and ethnic populations, as well as in low-resource communities across the world. Addressing these behavioral risks and disparities, and the behaviors related to global health threats, such as flu pandemics, water shortages, increasingly harmful sun exposure, and the need to protect the health of the planet itself, will be critical to world health in the twenty-first century. In the past two decades since the publication of the first edition of Health Education and Health Behavior: Theory, Research, and Practice in 1990, there has been extraordinary growth in our knowledge about interventions needed to change health behaviors at both individual and population levels. This progress can be measured in the proliferation of science-based recommendations issued by authoritative evidence review panels, including the U.S. Clinical Preventive Services Task Force, the Centers for Disease Prevention and Control Task Force on Community Preventive Services, and the international Cochrane Collaboration. Today, there are evidence-based clinical practice guidelines for most major behavioral health risks, including tobacco use, unhealthy diet, sedentary lifestyle, risky drinking, and diabetes management. And there are parallel research-based guidelines for the health care system changes and policies needed to assure their delivery and use. New community practice guidelines offer additional evidence-based recommendations for a wide array of population-level school-, worksite-, and community-based programs and public policies to improve vaccination rates and physical activity levels for children and adults, improve diabetes self-management, reduce harmful sun exposure, reduce secondhand smoke exposure, prevent youth tobacco use and help adult smokers quit, reduce workplace and motor vehicle injuries, and curb drunk driving and family and gun violence.",0.43535953760147095
"Digital Economy, Technological Innovation and High-Quality Economic Development: Based on Spatial Effect and Mediation Effect","Technological innovation and high-quality economic development are inevitable requirements of sustainable development, and the digital economy has gradually become a new engine to enhance technological innovation and the high-quality development of China's economy. Deeply discussing the effect of digital economy on high-quality economic development and clarifying the mechanism behind it can effectively grant the boosting power of digital economy to China's high-quality development, which is of great practical significance to China's sustainable economic development. In this study, the mechanism, effect, and regional heterogeneity of the impact of the digital economy on the level of high-quality economic development in 30 Chinese provinces from 2011-2019 were measured and empirically tested using a mediating effects model and a spatial Durbin model, among others. The results showed that the overall level of digital economy and high-quality development is not high, and there were both high agglomeration and low agglomeration, with obvious spatial path dependence and spatial lock-in. Digital economy could promote the high-quality development level of the economy, and the spatial spillover effect was remarkable. In addition, the function of digital economy in promoting high-quality economic development in the eastern, central, and western regions was gradually weakened. Besides, the technological innovation was an important transmission path of digital economy to high-quality economic development. Based on these findings, it is proposed that decision-makers should strengthen digitalization efforts so that the digital economy can become a powerful tool to narrow the digital divide. Further, the dynamic and differentiated digital economy development strategy should be implemented to reduce regional development imbalances in an effective manner.",Mobile text messaging for health: a systematic review of reviews.,"The aim of this systematic review of reviews is to identify mobile text-messaging interventions designed for health improvement and behavior change and to derive recommendations for practice. We have compiled and reviewed existing systematic research reviews and meta-analyses to organize and summarize the text-messaging intervention evidence base, identify best-practice recommendations based on findings from multiple reviews, and explore implications for future research. Our review found that the majority of published text-messaging interventions were effective when addressing diabetes self-management, weight loss, physical activity, smoking cessation, and medication adherence for antiretroviral therapy. However, we found limited evidence across the population of studies and reviews to inform recommended intervention characteristics. Although strong evidence supports the value of integrating text-messaging interventions into public health practice, additional research is needed to establish longer-term intervention effects, identify recommended intervention characteristics, and explore issues of cost-effectiveness.",0.08242808282375336
The Gifts Of Athena Historical Origins Of The Knowledge Economy,"Thank you for reading the gifts of athena historical origins of the knowledge economy. As you may know, people have look hundreds times for their favorite readings like this the gifts of athena historical origins of the knowledge economy, but end up in infectious downloads. Rather than enjoying a good book with a cup of tea in the afternoon, instead they juggled with some harmful virus inside their laptop.",Unequal treatment: confronting racial and ethnic disparities in health care.,"Racial and ethnic disparities in health care are known to reflect access to care and other issues that arise from differing socioeconomic conditions. There is, however, increasing evidence that even after such differences are accounted for, race and ethnicity remain significant predictors of the quality of health care received. In Unequal Treatment, a panel of experts documents this evidence and explores how persons of color experience the health care environment. The book examines how disparities in treatment may arise in health care systems and looks at aspects of the clinical encounter that may contribute to such disparities. Patients' and providers' attitudes, expectations, and behavior are analyzed. How to intervene? Unequal Treatment offers recommendations for improvements in medical care financing, allocation of care, availability of language translation, community-based care, and other arenas. The committee highlights the potential of cross-cultural education to improve provider-patient communication and offers a detailed look at how to integrate cross-cultural learning within the health professions. The book concludes with recommendations for data collection and research initiatives. Unequal Treatment will be vitally important to health care policymakers, administrators, providers, educators, and students as well as advocates for people of color.",-0.0371033176779747
Designing the Business Models for Circular Economy-Towards the Conceptual Framework,"Switching from the current linear model of economy to a circular one has recently attracted increased attention from major global companies e.g., Google, Unilever, Renault, and policymakers attending the World Economic Forum. The reasons for this are the huge financial, social and environmental benefits. However, the global shift from one model of economy to another also concerns smaller companies on a micro-level. Thus, comprehensive knowledge on designing circular business models is needed to stimulate and foster implementation of the circular economy. Existing business models for the circular economy have limited transferability and there is no comprehensive framework supporting every kind of company in designing a circular business model. This study employs a literature review to identify and classify the circular economy characteristics according to a business model structure. The investigation in the eight sub-domains of research on circular business models was used to redefine the components of the business model canvas in the context of the circular economy. Two new components-the take-back system and adoption factors-have been identified, thereby leading to the conceptualization of an extended framework for the circular business model canvas. Additionally, the triple fit challenge has been recognized as an enabler of the transition towards a circular business model. Some directions for further research have been outlined, as well.",The Global Platform Economy: A New Offshoring Institution Enabling Emerging-Economy Microproviders,"Global online platforms match firms with service providers around the world, in services ranging from software development to copywriting and graphic design. Unlike in traditional offshore outsourcing, service providers are predominantly one-person microproviders located in emerging-economy countries not necessarily associated with offshoring and often disadvantaged by negative country images. How do these microproviders survive and thrive? We theorize global platforms through transaction cost economics (TCE), arguing that they are a new technology-enabled offshoring institution that emerges in response to cross-border information asymmetries that hitherto prevented microproviders from participating in offshoring markets. To explain how platforms achieve this, we adapt signaling theory to a TCE-based model and test our hypotheses by analyzing 6 months of transaction records from a leading platform. To help interpret the results and generalize them beyond a single platform, we introduce supplementary data from 107 face-to-face interviews with microproviders in Southeast Asia and Sub-Saharan Africa. Individuals choose microprovidership when it provides a better return on their skills and labor than employment at a local (offshoring) firm. The platform acts as a signaling environment that allows microproviders to inform foreign clients of their quality, with platform-generated signals being the most informative signaling type. Platform signaling disproportionately benefits emerging-economy providers, allowing them to partly overcome the effects of negative country images and thus diminishing the importance of home country institutions. Global platforms in other factor and product markets likely promote cross-border microbusiness through similar mechanisms.",0.34200525283813477
National Health Care Spending In 2020: Growth Driven By Federal Spending In Response To The COVID-19 Pandemic.,"US health care spending increased 9.7 percent to reach $4.1 trillion in 2020, a much faster rate than the 4.3 percent increase seen in 2019. The acceleration in 2020 was due to a 36.0 percent increase in federal expenditures for health care that occurred largely in response to the COVID-19 pandemic. At the same time, gross domestic product declined 2.2 percent, and the share of the economy devoted to health care spending spiked, reaching 19.7 percent. In 2020 the number of uninsured people fell, while at the same time there were significant shifts in types of coverage.",The order of economic liberalization : financial control in the transition to a market economy,"Can knowledge of financial policies in developing countries over four decades help the socialist economies of Asia and Eastern Europe become open market economies in the 1990s? In all these countries the loss of fiscal and monetary control has often resulted in high inflation that undermines the liberalization process itself. In the second edition of The Order of Economic Liberalization, Ronald McKinnon builds on his influential work on the liberalization of financial markets in less developed countries and outlines the progression necessary to move from a ""repressed"" to an open economy. New to this edition are chapters that contrast the gradual Chinese approach to liberalizing domestic and foreign trade with the ""big bang"" approach followed by some Eastern European countries and republics of the former Soviet Union. Financial control and macroeconomic stability, McKinnon argues, are more critical to a successful transition than is any crash program to privatize state-owned industrial assets and the banking system.",0.05147212743759155
An Inquiry into the Nature and Causes of the Wealth of Nations,"It was the publication in 1776 of Adam Smith's Inquiry into the Nature and Causes of the Wealth of Nations that marked the beginning of the ideological revolution explored in this article. Political economy had been much debated in the previous hundred years, but Smith's formulation set the terms of discussion and over the next fifty years displaced a centuries-old rhetoric of economic values that had celebrated moderation, restraint, stewardship, and charity over greed, lust, and self-interest. During the American revolutionary era, when restless colonial elites began crafting explanations for their independence project, the publication of Smith's treatise on political economy put into play a new framework for considering the wealth of nations. This new framework resonated as a scientific discourse alongside the equally important new ""science of politics"" made famous by the revolutionary Whigs. It resonated as well with the new sciences of nature that lately had been exposing immutable ""laws"" by which human beings now explained their physical world. In each realm-economy, politics, and the natural world-scientific reasoning promised to disable the tyranny of ancient prerogatives, superstitions, illegitimate customs, and fantastical explanations. These new scientific perspectives sometimes intersected directly and sometimes influenced each other only by induction.",Information rules - a strategic guide to the network economy,"From the Publisher: Information Goods -- from movies and music to software code and stock quotes - have supplanted industrial goods as the key drivers of world markets. Confronted by this New Economy, many instinctively react by searching for a corresponding New Economics to guide their business decisions. Executives charged with rolling out cutting-edge software products or on-line versions of their magazines are tempted to abandon the classic lessons of economics, and rely instead on an ever changing roster of trends, buzzwords, and analogies that promise to guide strategy in the information age. Not so fast, say authors Carl Shapiro and Hal R. Varian. In Information Rules they warn managers, ""Ignore basic economic principles at your own risk. Technology changes. Economic laws do not."" Understanding these laws and their relevance to information goods is critical when fashioning today's successful competitive strategies. Information Rules introduces and explains the economic concepts needed to navigate the evolving network economy. Information Rules will help business leaders and policy makers - from executives in the entertainment, publishing, hardware, and software industries to lawyers, finance professionals, and writers -- make intelligent decisions about their information assets.",0.3468908667564392
The New Global Economy and Developing Countries: Making Openness Work,"Policy makers in the developing world are grappling with new dilemmas created by openness to trade and capital flows. What role, if any, remains for the state in promoting industrialization? Does openness worsen inequality, and if so, what can be done about it? What is the best way to handle turbulence from the world economy, especially the fickleness of international capital flows? In The New Global Economy and Developing Countries Dani Rodrik argues that successful integration into the world economy requires a complementary set of policies and institutions at home. Policy makers must reinforce their external strategy of liberalization with an internal strategy that gives the state substantial responsibility in building physical and human capital and mediating social conflicts.","Mental Health: Culture, Race, and Ethnicity-A Supplement to Mental Health: A Report of the Surgeon General","Mental health is fundamental to health, according to Mental Health: A Report of the Surgeon General, the first Surgeon General's report ever to focus exclusively on mental health. That report of two years ago urged Americans to view mental health as paramount to personal well-being, family relationships, and successful contributions to society. It documented the disabling nature of mental illnesses, showcased the strong science base behind effective treatments, and recommended that people seek help for mental health problems or disorders. The first mental health report also acknowledged that all Americans do not share equally in the hope for recovery from mental illnesses. This is especially true of members of racial and ethnic minority groups. That awareness galvanized me to ask for a supplemental report on the nature and extent of disparities in mental health care for racial and ethnic minorities and on promising directions for the elimination of these disparities. This Supplement documents that the science base on racial and ethnic minority mental health is inadequate; the best available research, however, indicates that these groups have less access to and avail-ability of care, and tend to receive poorer quality mental health services. These disparities leave minority communities with a greater disability burden from unmet mental health needs. A hallmark of this Supplement is its emphasis on the role that cultural factors play in mental health. The cultures from which people hail affect all aspects of mental health and illness, including the types of stresses they confront, whether they seek help, what types of help they seek, what symptoms and concerns they bring to clinical attention, and what types of coping styles and social supports they possess. Likewise, the cultures of clinicians and service systems influence the nature of mental health services.",0.08808583766222
Implicit Racial/Ethnic Bias Among Health Care Professionals and Its Influence on Health Care Outcomes: A Systematic Review.,"BACKGROUND In the United States, people of color face disparities in access to health care, the quality of care received, and health outcomes. The attitudes and behaviors of health care providers have been identified as one of many factors that contribute to health disparities. Implicit attitudes are thoughts and feelings that often exist outside of conscious awareness, and thus are difficult to consciously acknowledge and control. These attitudes are often automatically activated and can influence human behavior without conscious volition. OBJECTIVES We investigated the extent to which implicit racial/ethnic bias exists among health care professionals and examined the relationships between health care professionals' implicit attitudes about racial/ethnic groups and health care outcomes. SEARCH METHODS To identify relevant studies, we searched 10 computerized bibliographic databases and used a reference harvesting technique. SELECTION CRITERIA We assessed eligibility using double independent screening based on a priori inclusion criteria. We included studies if they sampled existing health care providers or those in training to become health care providers, measured and reported results on implicit racial/ethnic bias, and were written in English. DATA COLLECTION AND ANALYSIS We included a total of 15 studies for review and then subjected them to double independent data extraction. Information extracted included the citation, purpose of the study, use of theory, study design, study site and location, sampling strategy, response rate, sample size and characteristics, measurement of relevant variables, analyses performed, and results and findings. We summarized study design characteristics, and categorized and then synthesized substantive findings. MAIN RESULTS Almost all studies used cross-sectional designs, convenience sampling, US participants, and the Implicit Association Test to assess implicit bias. Low to moderate levels of implicit racial/ethnic bias were found among health care professionals in all but 1 study. These implicit bias scores are similar to those in the general population. Levels of implicit bias against Black, Hispanic/Latino/Latina, and dark-skinned people were relatively similar across these groups. Although some associations between implicit bias and health care outcomes were nonsignificant, results also showed that implicit bias was significantly related to patient-provider interactions, treatment decisions, treatment adherence, and patient health outcomes. Implicit attitudes were more often significantly related to patient-provider interactions and health outcomes than treatment processes. CONCLUSIONS Most health care providers appear to have implicit bias in terms of positive attitudes toward Whites and negative attitudes toward people of color. Future studies need to employ more rigorous methods to examine the relationships between implicit bias and health care outcomes. Interventions targeting implicit attitudes among health care professionals are needed because implicit bias may contribute to health disparities for people of color.","Community health workers in low-, middle-, and high-income countries: an overview of their history, recent evolution, and current effectiveness.","Over the past half-century, community health workers (CHWs) have been a growing force for extending health care and improving the health of populations. Following their introduction in the 1970s, many large-scale CHW programs declined during the 1980s, but CHW programs throughout the world more recently have seen marked growth. Research and evaluations conducted predominantly during the past two decades offer compelling evidence that CHWs are critical for helping health systems achieve their potential, regardless of a country's level of development. In low-income countries, CHWs can make major improvements in health priority areas, including reducing childhood undernutrition, improving maternal and child health, expanding access to family-planning services, and contributing to the control of HIV, malaria, and tuberculosis infections. In many middle-income countries, most notably Brazil, CHWs are key members of the health team and essential for the provision of primary health care and health promotion. In the United States, evidence indicates that CHWs can contribute to reducing the disease burden by participating in the management of hypertension, in the reduction of cardiovascular risk factors, in diabetes control, in the management of HIV infection, and in cancer screening, particularly with hard-to-reach subpopulations. This review highlights the history of CHW programs around the world and their growing importance in achieving health for all.",0.2952427864074707
Integrating Data On Social Determinants Of Health Into Electronic Health Records.,"As population health becomes more of a focus of health care, providers are realizing that data outside of traditional clinical findings can provide a broader perspective on potential drivers of a patient's health status and can identify approaches to improving the effectiveness of care. However, many challenges remain before data related to the social determinants of health, such as environmental conditions and education levels, are as readily accessible and actionable as medical data are. Key challenges are a lack of consensus on standards for capturing or representing social determinants of health in electronic health records and insufficient evidence that once information on them has been collected, social determinants can be effectively addressed through referrals or other action tools. To address these challenges and effectively use social determinants in health care settings, we recommend creating national standards for representing data related to social determinants of health in electronic health records, incentivizing the collection of the data through financial or quality measures, and expanding the body of research that measures the impact of acting on the information collected.",A Conceptual and Operational Definition of Personal Innovativeness in the Domain of Information Technology,"The acceptance of new information technologies by their intended users persists as an important issue for researchers and practitioners of information systems. Several models have been developed in the literature to facilitate understanding of the process by which new information technologies are adopted. This paper proposes a new construct that further illuminates the relationships explicit in the technology acceptance models and describes an operational measure for this construct that possesses desirable psychometric properties. The construct, personal innovativeness in the domain of information technology, is hypothesized to exhibit moderating effects on the antecedents as well as the consequences of individual perceptions about a new information technology. The construct was developed and validated in the context of the innovation represented by the World-Wide Web. Implications for theory and practice are discussed.",0.23116371035575867
Information Technology Adoption Across Time: A Cross-Sectional Comparison of Pre-Adoption and Post-Adoption Beliefs,"The process of information technology adoption and use is critical to deriving the benefits of information technology. Yet from a conceptual standpoint, few empirical studies have made a distinction between individuals' pre-adoption and post-adoption (continued use) beliefs and attitudes. This distinction is crucial in understanding and managing this process over time. The current study combines innovation diffusion and attitude theories in a theoretical framework to examine differences in pre-adoption and post-adoption beliefs and attitudes. The examination of Windows technology in a single organization indicates that users and potential adopters of information technology differ on their determinants of behavioral intention, attitude, and subjective norm. Potential adopter intention to adopt is solely determined by normative pressures, whereas user intention is solely determined by attitude. In addition, potential adopters base their attitude on a richer set of innovation characteristics than users. Whereas pre-adoption attitude is based on perceptions of usefulness, ease-of-use, result demonstrability, visibility, and trialability, post-adoption attitude is only based on instrumentality beliefs of usefulness and perceptions of image enhancements.",US Department of Health and Human Services: a need for global health leadership in preparedness and health diplomacy.,More than ever before the US Department of Health and Human Services (DHHS) needs to be a global health agency working to protect the health economic and security interests of US citizens through global collaboration and commitment to the public good. Public health preparedness extends beyond public health surveillance preparation for bioterrorism and political policy. Preparedness involves understanding the 21st-century world--its changing disease burden its changing demographics and its changing political and environmental substrata. It is the moral responsibility of the US government particularly through its lead health entity to address the high-disease burden global health challenges. DHHS agencies must work within multinational and bilateral structures to build consensus respond to global health threats and cultivate science to build a strong global public health infrastructure. Global health is both an economic priority and a security priority of the United States. Therefore the collective expertise of multiple disciplines must be harnessed to support the best approaches to the major global health challenges. The disciplines of epidemiology health policy economics law environmental science and certainly bioethics can make essential contributions to a comprehensive global health strategy. (excerpt),0.04268818348646164
"The Impact of COVID-19 on Health Behavior, Stress, Financial and Food Security among Middle to High Income Canadian Families with Young Children","The COVID-19 pandemic has disrupted many aspects of daily life. The purpose of this study was to identify how health behaviors, level of stress, financial and food security have been impacted by the pandemic among Canadian families with young children. Parents (mothers, n = 235 and fathers, n = 126) from 254 families participating in an ongoing study completed an online survey that included close and open-ended questions. Descriptive statistics were used to summarize the quantitative data and qualitative responses were analyzed using thematic analysis. More than half of our sample reported that their eating and meal routines have changed since COVID-19; most commonly reported changes were eating more snack foods and spending more time cooking. Screen time increased among 74% of mothers, 61% of fathers, and 87% of children and physical activity decreased among 59% of mothers, 52% of fathers, and 52% of children. Key factors influencing family stress include balancing work with childcare/homeschooling and financial instability. While some unhealthful behaviors appeared to have been exacerbated, other more healthful behaviors also emerged since COVID-19. Research is needed to determine the longer-term impact of the pandemic on behaviors and to identify effective strategies to support families in the post-COVID-19 context.",Indoor air pollution in developing countries: a major environmental and public health challenge.,"Around 50% of people, almost all in developing countries, rely on coal and biomass in the form of wood, dung and crop residues for domestic energy. These materials are typically burnt in simple stoves with very incomplete combustion. Consequently, women and young children are exposed to high levels of indoor air pollution every day. There is consistent evidence that indoor air pollution increases the risk of chronic obstructive pulmonary disease and of acute respiratory infections in childhood, the most important cause of death among children under 5 years of age in developing countries. Evidence also exists of associations with low birth weight, increased infant and perinatal mortality, pulmonary tuberculosis, nasopharyngeal and laryngeal cancer, cataract, and, specifically in respect of the use of coal, with lung cancer. Conflicting evidence exists with regard to asthma. All studies are observational and very few have measured exposure directly, while a substantial proportion have not dealt with confounding. As a result, risk estimates are poorly quantified and may be biased. Exposure to indoor air pollution may be responsible for nearly 2 million excess deaths in developing countries and for some 4% of the global burden of disease. Indoor air pollution is a major global public health threat requiring greatly increased efforts in the areas of research and policy-making. Research on its health effects should be strengthened, particularly in relation to tuberculosis and acute lower respiratory infections. A more systematic approach to the development and evaluation of interventions is desirable, with clearer recognition of the interrelationships between poverty and dependence on polluting fuels.",0.2792753279209137
"Location, Competition, and Economic Development: Local Clusters in a Global Economy","Economic geography during an era of global competition involves a paradox. It is widely recognized that changes in technology and competition have diminished many of the traditional roles of location. Yet clusters, or geographic concentrations of interconnected companies, are a striking feature of virtually every national, regional, state, and even metropolitan economy, especially in more advanced nations. The prevalence of clusters reveals important insights about the microeconomics of competition and the role of location in competitive advantage. Even as old reasons for clustering have diminished in importance with globalization, new influences of clusters on competition have taken on growing importance in an increasingly complex, knowledge-based, and dynamic economy. Clusters represent a new way of thinking about national, state, and local economies, and they necessitate new roles for companies, government, and other institutions in enhancing competitiveness.",Time Flies When You're Having Fun: Cognitive Absorption and Beliefs About Information Technology Usage,"Extant explanations of why users behave in particular ways toward information technologies have tended to focus predominantly on instrumental beliefs as drivers of individual usage intentions. Prior work in individual psychology, however, suggests that holistic experiences with technology as captured in constructs such as enjoyment and flow are potentially important explanatory variables in technology acceptance theories. In this paper, we describe a multi-dimensional construct labeled cognitive absorption and defined as a state of deep involvement with software. Cognitive absorption, theorized as being exhibited through the five dimensions of temporal dissociation, focused immersion, heightened enjoyment, control, and curiosity, is posited to be a proximal antecedent of two important beliefs about technology use: perceived usefulness and perceived ease of use. In addition, we propose that the individual traits of playfulness and personal innovativeness are important determinants of cognitive absorption. Based on the conceptual definition of this construct, operational measures for each dimension are developed. Using the World Wide Web as the target technology, scale validation indicates that the operational measures have acceptable psychometric properties and confirmatory factor analysis supports the proposed multi-dimensional structure. Structural equation analysis provides evidence for the theorized nomological net of cognitive absorption. Theoretical and practical implications are offered",0.06992548704147339
Applying the Technology Acceptance Model and Flow Theory to Online Consumer Behavior,"In this study, we consider the online consumer as both a shopper and a computer user. We test constructs from information systems (Technology Acceptance Model), marketing (Consumer Behavior), and psychology (Flow and Environmental Psychology) in an integrated theoretical framework of online consumer behavior. Specifically, we examine how emotional and cognitive responses to visiting a Web-based store for the first time can influence online consumers' intention to return and their likelihood to make unplanned purchases. The instrumentation shows reasonably good measurement properties and the constructs are validated as a nomological network.A questionnaire-based empirical study is used to test this nomological network. Results confirm the double identity of the online consumer as a shopper and a computer user because both shopping enjoyment and perceived usefulness of the site strongly predict intention to return. Our results on unplanned purchases are not conclusive. We also test some individual and Web site factors that can affect the consumer's emotional and cognitive responses. Product involvement, Web skills, challenges, and use of value-added search mechanisms all have a significant impact on the Web consumer. The study provides a more rounded, albeit partial, view of the online consumer and is a significant steptowards a better understanding of consumer behavior on the Web. The validated metrics should be of use to researchers and practitioners alike.",Understanding and Responding to Health Literacy as a Social Determinant of Health.,"Evidence of a social gradient in health literacy has been found in all reported national population surveys. Health literacy is a midstream determinant of health but not a panacea for health inequities created by the maldistribution of opportunity and resources. It is possible to optimize the contribution health literacy makes in mediating the causes and effects of established social determinants of health. Existing interventions demonstrate the feasibility of improving health literacy among higher-risk populations, but research remains underdeveloped and effects on health inequity are largely untested. Future health literacy intervention research should focus on (a) improving the quality of health communication that reaches a diversity of populations, especially by improving frontline professional skills and support; (b) enabling people to develop transferable skills in accessing, understanding, analyzing, and applying health information; and (c) ensuring that priority is proportionate to need by reaching and engaging the population groups who are disproportionately affected by low health literacy. Expected final online publication date for the Annual Review of Public Health, Volume 42 is April 1, 2021. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates.",0.03706035017967224
Why cultural safety rather than cultural competency is required to achieve health equity: a literature review and recommended definition,"BackgroundEliminating indigenous and ethnic health inequities requires addressing the determinants of health inequities which includes institutionalised racism, and ensuring a health care system that delivers appropriate and equitable care. There is growing recognition of the importance of cultural competency and cultural safety at both individual health practitioner and organisational levels to achieve equitable health care. Some jurisdictions have included cultural competency in health professional licensing legislation, health professional accreditation standards, and pre-service and in-service training programmes. However, there are mixed definitions and understandings of cultural competency and cultural safety, and how best to achieve them.MethodsA literature review of 59 international articles on the definitions of cultural competency and cultural safety was undertaken. Findings were contextualised to the cultural competency legislation, statements and initiatives present within Aotearoa New Zealand, a national Symposium on Cultural Competence and MÄori Health, convened by the Medical Council of New Zealand and Te Ohu Rata o Aotearoa - MÄori Medical Practitioners Association (Te ORA) and consultation with MÄori medical practitioners via Te ORA.ResultsHealth practitioners, healthcare organisations and health systems need to be engaged in working towards cultural safety and critical consciousness. To do this, they must be prepared to critique the 'taken for granted' power structures and be prepared to challenge their own culture and cultural systems rather than prioritise becoming 'competent' in the cultures of others. The objective of cultural safety activities also needs to be clearly linked to achieving health equity. Healthcare organisations and authorities need to be held accountable for providing culturally safe care, as defined by patients and their communities, and as measured through progress towards achieving health equity.ConclusionsA move to cultural safety rather than cultural competency is recommended. We propose a definition for cultural safety that we believe to be more fit for purpose in achieving health equity, and clarify the essential principles and practical steps to operationalise this approach in healthcare organisations and workforce development. The unintended consequences of a narrow or limited understanding of cultural competency are discussed, along with recommendations for how a broader conceptualisation of these terms is important.",National Health Care Spending In 2021: Decline In Federal Spending Outweighs Greater Use Of Health Care.,"Health care spending in the US grew 2.7 percent to reach $4.3 trillion in 2021, a much slower rate than the increase of 10.3 percent seen in 2020. The slower rate of growth in 2021 was driven by a 3.5 percent decline in federal government expenditures for health care after a spike in 2020 that occurred largely in response to the COVID-19 pandemic. Alongside this decline, the use of medical goods and services increased in 2021. The share of the economy accounted for by the health sector fell from 19.7 percent in 2020 to 18.3 percent in 2021, but it was still higher than the 17.6 percent share in 2019. In 2021 the number of uninsured people declined for the second consecutive year as Medicaid enrollment increased.",0.193978413939476
